"","tconst","movielensid","primaryTitle","startYear","runtimeMinutes"
"7549","tt0066374",135607,"the policeman",1971,"87"
"7550","tt0066380",3216,"vampyros lesbos",1971,"89"
"7551","tt0066390",45329,"soldier blue",1970,"112"
"7552","tt0066392",3419,"something for everyone",1970,"112"
"7553","tt0066400",118089,"sport, sport, sport",1970,"85"
"7554","tt0066402",6528,"start the revolution without me",1970,"90"
"7555","tt0066407",153154,"quiet days in clichy",1970,"100"
"7556","tt0066412",75414,"the strange vice of mrs. wardh",1971,"98"
"7557","tt0066413",52009,"the spider's stratagem",1970,"100"
"7558","tt0066415",98200,"the strawberry statement",1970,"109"
"7559","tt0066416",89100,"street scenes",1970,"75"
"7560","tt0066422",127282,"suppose they gave a war and nobody came?",1970,"113"
"7561","tt0066423",69222,"perched on a tree",1971,"90"
"7562","tt0066434",6645,"thx 1138",1971,"86"
"7563","tt0066436",121233,"take a girl like you",1969,"101"
"7564","tt0066445",112221,"tell me that you love me, junie moon",1970,"113"
"7565","tt0066448",73111,"there was a crooked man...",1970,"126"
"7566","tt0066449",7183,"there's a girl in my soup",1970,"95"
"7567","tt0066450",44611,"they call me mister tibbs!",1970,"108"
"7568","tt0066454",173393,"three sisters",1970,"165"
"7569","tt0066466",79458,"the man who put his will on film",1970,"94"
"7570","tt0066468",159131,"emperor tomato ketchup",1971,"72"
"7571","tt0066469",109767,"toomorrow",1970,"95"
"7572","tt0066471",4363,"too late the hero",1970,"145"
"7573","tt0066473",3066,"tora! tora! tora!",1970,"144"
"7574","tt0066476",173109,"the touch of satan",1971,"90"
"7575","tt0066482",76085,"trash",1970,"110"
"7576","tt0066485",109669,"the traveling executioner",1970,"95"
"7577","tt0066491",52528,"tristana",1970,"99"
"7578","tt0066492",83660,"trog",1970,"93"
"7579","tt0066495",3622,"the twelve chairs",1970,"94"
"7580","tt0066498",42176,"the ear",1970,"94"
"7581","tt0066499",166687,"umbracle",1970,"85"
"7582","tt0066511",148735,"many wars ago",1970,"101"
"7583","tt0066516",38320,"valerie and her week of wonders",1970,"77"
"7584","tt0066517",96653,"cuadecuc, vampir",1971,"67"
"7585","tt0066518",7885,"the vampire lovers",1970,"91"
"7586","tt0066530",26235,"long live death",1971,"90"
"7587","tt0066534",31188,"the milky way",1969,"102"
"7588","tt0066540",90744,"wusa",1970,"115"
"7589","tt0066543",119303,"the walking stick",1970,"96"
"7590","tt0066546",46640,"why does herr r. run amok?",1970,"88"
"7591","tt0066549",7814,"waterloo",1970,"134"
"7592","tt0066550",8900,"watermelon man",1970,"100"
"7593","tt0066561",77149,"when dinosaurs ruled the earth",1970,"100"
"7594","tt0066563",5977,"where's poppa?",1970,"82"
"7595","tt0066564",110818,"which way to the front?",1970,"96"
"7596","tt0066565",26236,"white sun of the desert",1970,"84"
"7597","tt0066578",171697,"the wizard of gore",1970,"95"
"7598","tt0066579",6247,"women in love",1969,"131"
"7599","tt0066580",7836,"woodstock",1970,"184"
"7600","tt0066585",5035,"wuthering heights",1970,"104"
"7601","tt0066593",94819,"you can't win 'em all",1970,"97"
"7602","tt0066601",26237,"zabriskie point",1970,"113"
"7603","tt0066602",33226,"zatoichi meets the one-armed swordsman",1971,"94"
"7604","tt0066603",102517,"zatoichi meets yojimbo",1970,"79"
"7605","tt0066605",94666,"zig zag",1970,"105"
"7606","tt0066612",37257,"companeros",1970,"118"
"7607","tt0066614",93455,"¡qué hacer!",1972,"90"
"7608","tt0066623",129731,"the fourth victim",1971,"88"
"7609","tt0066639",72649,"the ceremony",1971,"123"
"7610","tt0066660",175319,"george!",1972,"86"
"7611","tt0066728",2031,"the million dollar duck",1971,"89"
"7612","tt0066730",8017,"10 rillington place",1971,"111"
"7613","tt0066732",37277,"200 motels",1971,"98"
"7614","tt0066735",104392,"four flies on grey velvet",1971,"104"
"7615","tt0066738",112603,"a mí las mujeres ni fu ni fa",1971,"88"
"7616","tt0066739",171861,"uma abelha na chuva",1972,"75"
"7617","tt0066740",4195,"the abominable dr. phibes",1971,"94"
"7618","tt0066745",62474,"adiós, sabata",1970,"104"
"7619","tt0066764",152701,"anche per django le carogne hanno un prezzo",1971,"89"
"7620","tt0066765",2788,"and now for something completely different",1971,"88"
"7621","tt0066767",37785,"the anderson tapes",1971,"99"
"7622","tt0066769",6303,"the andromeda strain",1971,"131"
"7623","tt0066773",88307,"the goalie's anxiety at the penalty kick",1972,"101"
"7624","tt0066798",98697,"l'aventure, c'est l'aventure",1972,"120"
"7625","tt0066806",160527,"bakuto gaijin butai",1971,"93"
"7626","tt0066808",1078,"bananas",1971,"82"
"7627","tt0066811",2032,"the barefoot executive",1971,"96"
"7628","tt0066817",1031,"bedknobs and broomsticks",1971,"117"
"7629","tt0066819",26240,"the beguiled",1971,"105"
"7630","tt0066824",136070,"a girl in australia",1971,"113"
"7631","tt0066826",153392,"the touch",1971,"115"
"7632","tt0066827",89999,"la bestia uccide a sangue freddo",1971,"96"
"7633","tt0066830",5156,"the big doll house",1971,"95"
"7634","tt0066831",6394,"big jake",1971,"110"
"7635","tt0066832",3957,"billy jack",1971,"114"
"7636","tt0066834",8929,"black beauty",1971,"106"
"7637","tt0066842",45689,"bleak moments",1971,"106"
"7638","tt0066844",111257,"blindman",1971,"105"
"7639","tt0066846",105481,"blood shack",1971,"55"
"7640","tt0066847",142092,"blood thirst",1971,"74"
"7641","tt0066849",32686,"the blood on satan's claw",1971,"97"
"7642","tt0066856",3212,"born to win",1971,"88"
"7643","tt0066858",74859,"the boy friend",1971,"137"
"7644","tt0066863",123792,"the brotherhood of satan",1971,"92"
"7645","tt0066868",154037,"and the crows will dig your grave",1971,"82"
"7646","tt0066886",138246,"captain apache",1971,"89"
"7647","tt0066892",3167,"carnal knowledge",1971,"98"
"7648","tt0066894",152107,"carry on henry viii",1971,"89"
"7649","tt0066895",152121,"carry on at your convenience",1971,"90"
"7650","tt0066900",111793,"catlow",1971,"101"
"7651","tt0066904",32853,"the sorrow and the pity",1969,"251"
"7652","tt0066907",59838,"chato's land",1972,"100"
"7653","tt0066908",133493,"three supermen in the jungle",1970,"90"
"7654","tt0066914",134509,"a virgin among the living dead",1973,"92"
"7655","tt0066915",157532,"chrome and hot leather",1971,"91"
"7656","tt0066919",87392,"lulu the tool",1971,"125"
"7657","tt0066920",158435,"clay pigeon",1971,"93"
"7658","tt0066921",1206,"a clockwork orange",1971,"136"
"7659","tt0066923",133489,"l'uomo più velenoso del cobra",1971,"86"
"7660","tt0066924",119699,"the case of the scorpion's tail",1971,"90"
"7661","tt0066927",114457,"cold turkey",1971,"99"
"7662","tt0066929",129325,"the dove must not fly",1970,"90"
"7663","tt0066936",80129,"how tasty was my little frenchman",1971,"84"
"7664","tt0066939",88796,"cut-throats nine",1972,"90"
"7665","tt0066940",136423,"confessions of a police captain",1971,"101"
"7666","tt0066945",142012,"the double",1971,"88"
"7667","tt0066950",134865,"blackie the pirate",1971,"99"
"7668","tt0066952",99056,"count yorga, vampire",1970,"93"
"7669","tt0066963",152105,"dad's army",1971,"95"
"7670","tt0066969",127997,"dauriya",1972,"182"
"7671","tt0066970",59840,"cold sweat",1970,"94"
"7672","tt0066980",116783,"queens of evil",1970,"90"
"7673","tt0066982",134806,"demons of the mind",1972,"89"
"7674","tt0066984",125840,"the devil's backbone",1971,"100"
"7675","tt0066988",136058,"why?",1971,"102"
"7676","tt0066989",68976,"two english girls",1971,"130"
"7677","tt0066993",26241,"the devils",1971,"111"
"7678","tt0066995",3984,"diamonds are forever",1971,"120"
"7679","tt0066997",90556,"directed by john ford",1971,"99"
"7680","tt0066999",4855,"dirty harry",1971,"102"
"7681","tt0067003",90697,"'doc'",1971,"96"
"7682","tt0067004",104741,"doctors' wives",1971,"101"
"7683","tt0067009",135833,"one-armed boxer",1972,"89"
"7684","tt0067011",159496,"adios compañeros",1971,"83"
"7685","tt0067017",137527,"dracula vs. frankenstein",1971,"91"
"7686","tt0067040",157887,"eden and after",1970,"93"
"7687","tt0067047",51354,"emil i lönneberga",1971,"95"
"7688","tt0067048",88576,"emitaï",1971,"103"
"7689","tt0067055",60179,"equinox",1970,"80"
"7690","tt0067057",160066,"his name was sam walbash, but they call him amen",1971,"85"
"7691","tt0067065",2533,"escape from the planet of the apes",1971,"98"
"7692","tt0067076",154250,"diary of a rape",1971,"90"
"7693","tt0067084",118742,"the bloodstained butterfly",1971,"95"
"7694","tt0067085",31549,"fata morgana",1971,"76"
"7695","tt0067093",4857,"fiddler on the roof",1971,"181"
"7696","tt0067104",137869,"flight of the doves",1971,"105"
"7697","tt0067108",78081,"delusions of grandeur",1971,"108"
"7698","tt0067109",64327,"fools' parade",1971,"98"
"7699","tt0067112",118232,"fortune and men's eyes",1971,"102"
"7700","tt0067116",1953,"the french connection",1971,"104"
"7701","tt0067119",91026,"fright",1971,"87"
"7702","tt0067123",128966,"gamera tai shinkai kaijû jigura",1971,"87"
"7703","tt0067128",3947,"get carter",1971,"112"
"7704","tt0067133",134873,"ginger",1971,"90"
"7705","tt0067134",113309,"the fifth cord",1971,"92"
"7706","tt0067140",7894,"duck, you sucker",1971,"157"
"7707","tt0067141",167240,"glen and randa",1971,"93"
"7708","tt0067142",145434,"a bullet for a stranger",1971,"94"
"7709","tt0067144",26245,"the go-between",1971,"116"
"7710","tt0067148",34057,"godzilla vs. hedorah",1971,"85"
"7711","tt0067162",124318,"the grissom gang",1971,"128"
"7712","tt0067169",130858,"guru, the mad monk",1970,"62"
"7713","tt0067176",84714,"hands of the ripper",1971,"85"
"7714","tt0067178",148082,"they have changed their face",1971,"90"
"7715","tt0067185",1235,"harold and maude",1971,"91"
"7716","tt0067197",146435,"the hellstrom chronicle",1971,"90"
"7717","tt0067204",6919,"the hired hand",1971,"90"
"7718","tt0067216",121430,"the horsemen",1971,"109"
"7719","tt0067217",6840,"the hospital",1971,"103"
"7720","tt0067219",157867,"how to frame a figg",1971,"103"
"7721","tt0067224",110046,"the hunting party",1971,"111"
"7722","tt0067227",5488,"the merchant of four seasons",1972,"88"
"7723","tt0067229",51251,"i drink your blood",1970,"83"
"7724","tt0067236",129060,"the iguana with the tongue of fire",1971,"92"
"7725","tt0067242",143803,"in the name of the italian people",1971,"103"
"7726","tt0067245",123300,"the incredible 2-headed transplant",1971,"88"
"7727","tt0067249",107778,"inochi bô ni furô",1971,"121"
"7728","tt0067256",136425,"l'istruttoria è chiusa: dimentichi",1971,"106"
"7729","tt0067274",141321,"jo",1971,"85"
"7730","tt0067275",49063,"mad dogs & englishmen",1971,"117"
"7731","tt0067276",130596,"joe hill",1971,"118"
"7732","tt0067277",26246,"johnny got his gun",1971,"111"
"7733","tt0067282",173573,"jungfrauen-report",1972,"82"
"7734","tt0067297",145903,"catch me a spy",1971,"94"
"7735","tt0067303",158545,"don't turn the other cheek",1971,"103"
"7736","tt0067306",132261,"king lear",1971,"137"
"7737","tt0067309",1964,"klute",1971,"114"
"7738","tt0067313",147242,"korona rossiyskoy imperii, ili snova neulovimye",1971,"134"
"7739","tt0067314",8758,"kotch",1971,"113"
"7740","tt0067315",114947,"the red tent",1969,"158"
"7741","tt0067321",134124,"lady frankenstein",1971,"93"
"7742","tt0067324",67504,"land of silence and darkness",1971,"85"
"7743","tt0067327",66344,"the last movie",1971,"108"
"7744","tt0067328",3152,"the last picture show",1971,"118"
"7745","tt0067329",88168,"the last run",1971,"95"
"7746","tt0067332",109002,"song of the bloodred flower",1971,"92"
"7747","tt0067333",26247,"lawman",1971,"99"
"7748","tt0067334",6398,"le mans",1971,"106"
"7749","tt0067341",26248,"let's scare jessica to death",1971,"89"
"7750","tt0067344",131031,"la liga no es cosa de hombres",1972,"111"
"7751","tt0067345",5261,"the light at the edge of the world",1971,"120"
"7752","tt0067350",8238,"little murders",1971,"110"
"7753","tt0067354",148942,"his name was king",1971,"90"
"7754","tt0067355",26249,"they call me trinity",1970,"113"
"7755","tt0067359",119438,"the love machine",1971,"108"
"7756","tt0067361",90052,"a lizard in a woman's skin",1971,"104"
"7757","tt0067367",157891,"lust for a vampire",1971,"95"
"7758","tt0067372",7069,"macbeth",1971,"140"
"7759","tt0067375",127642,"madame sin",1972,"75"
"7760","tt0067377",110763,"made for each other",1971,"100"
"7761","tt0067382",112365,"the deadly trap",1971,"96"
"7762","tt0067384",84133,"short night of glass dolls",1971,"97"
"7763","tt0067388",111119,"man in the wilderness",1971,"104"
"7764","tt0067397",161096,"swashbuckler",1971,"98"
"7765","tt0067402",55507,"mary, queen of scots",1971,"128"
"7766","tt0067409",170647,"max and the junkmen",1971,"112"
"7767","tt0067411",3093,"mccabe & mrs. miller",1971,"120"
"7768","tt0067418",129947,"melody",1971,"103"
"7769","tt0067429",68915,"caliber 9",1972,"100"
"7770","tt0067431",166633,"millhouse",1971,"92"
"7771","tt0067433",3283,"minnie and moskowitz",1971,"114"
"7772","tt0067434",139187,"my dear killer",1972,"96"
"7773","tt0067436",154518,"mira",1971,"95"
"7774","tt0067437",143799,"the priest's wife",1970,"103"
"7775","tt0067439",26251,"mon oncle antoine",1971,"104"
"7776","tt0067445",6684,"death in venice",1971,"130"
"7777","tt0067446",132210,"death walks on high heels",1971,"108"
"7778","tt0067451",112249,"mrs. pollifax-spy",1970,"110"
"7779","tt0067454",160110,"multiple maniacs",1970,"91"
"7780","tt0067456",68676,"the murder of fred hampton",1971,"88"
"7781","tt0067457",122717,"murders in the rue morgue",1971,"87"
"7782","tt0067458",6498,"murphy's war",1971,"107"
"7783","tt0067467",92130,"red psalm",1972,"87"
"7784","tt0067482",26252,"a new leaf",1971,"102"
"7785","tt0067483",26253,"nicholas and alexandra",1971,"183"
"7786","tt0067484",68517,"nie lubie poniedzialku",1971,"98"
"7787","tt0067486",167320,"the night digger",1971,"97"
"7788","tt0067487",118524,"the night evelyn came out of the grave",1971,"103"
"7789","tt0067489",134154,"what the peeper saw",1972,"89"
"7790","tt0067491",122735,"night of dark shadows",1971,"95"
"7791","tt0067500",31975,"tombs of the blind dead",1972,"101"
"7792","tt0067508",154520,"the seduction of inga",1968,"97"
"7793","tt0067511",148378,"cold eyes of fear",1971,"95"
"7794","tt0067517",172077,"officers",1971,"96"
"7795","tt0067524",159375,"the olsen gang in jutland",1971,"101"
"7796","tt0067525",3032,"the omega man",1971,"98"
"7797","tt0067526",137934,"cross current",1971,"90"
"7798","tt0067527",2984,"on any sunday",1971,"96"
"7799","tt0067532",149300,"1 p.m.",1971,"90"
"7800","tt0067535",41792,"the organization",1971,"106"
"7801","tt0067540",78045,"tora-san's love call",1971,"113"
"7802","tt0067541",97984,"wake in fright",1971,"109"
"7803","tt0067546",72587,"pakeezah",1972,"147"
"7804","tt0067549",8496,"the panic in needle park",1971,"110"
"7805","tt0067559",163116,"the peace killers",1971,"88"
"7806","tt0067565",118520,"between miracles",1971,"122"
"7807","tt0067576",165061,"pigeons",1970,"106"
"7808","tt0067580",135170,"pink narcissus",1971,"65"
"7809","tt0067585",154608,"plastic jesus",1971,"73"
"7810","tt0067588",4803,"play misty for me",1971,"102"
"7811","tt0067589",7249,"plaza suite",1971,"114"
"7812","tt0067592",104091,"the devil's nightmare",1971,"95"
"7813","tt0067601",89110,"the possession of joel delaney",1972,"105"
"7814","tt0067602",133091,"an ideal place to kill",1971,"90"
"7815","tt0067610",32783,"pretty maids all in a row",1971,"91"
"7816","tt0067622",103322,"the projectionist",1971,"88"
"7817","tt0067625",45899,"trial on the road",1971,"96"
"7818","tt0067630",66105,"the death wheelers",1973,"85"
"7819","tt0067633",38881,"punishment park",1971,"91"
"7820","tt0067634",109680,"the pursuit of happiness",1971,"93"
"7821","tt0067641",89592,"four nights of a dreamer",1971,"87"
"7822","tt0067643",128075,"one damned day at dawn... django meets sartana!",1970,"90"
"7823","tt0067647",51380,"the canterbury tales",1972,"111"
"7824","tt0067650",100574,"raid on rommel",1971,"99"
"7825","tt0067656",3119,"a bay of blood",1971,"84"
"7826","tt0067658",26254,"von richthofen and brown",1971,"97"
"7827","tt0067671",132325,"the return of count yorga",1971,"97"
"7828","tt0067672",123087,"return of sabata",1971,"100"
"7829","tt0067685",134991,"roma bene",1971,"100"
"7830","tt0067690",86715,"daughters of darkness",1971,"87"
"7831","tt0067696",133089,"seven blood-stained orchids",1972,"92"
"7832","tt0067698",3522,"sacco & vanzetti",1971,"125"
"7833","tt0067699",97128,"a safe place",1971,"94"
"7834","tt0067701",172567,"the salamander",1971,"124"
"7835","tt0067710",128768,"angel's leap",1971,"95"
"7836","tt0067712",174507,"scandalous john",1971,"113"
"7837","tt0067713",26255,"scars of dracula",1970,"96"
"7838","tt0067717",175761,"schoolgirl report part 2: what keeps parents awake at night",1971,"91"
"7839","tt0067719",143849,"scipio the african",1971,"114"
"7840","tt0067727",6736,"see no evil",1971,"89"
"7841","tt0067729",140731,"company limited",1971,"110"
"7842","tt0067732",167010,"the cannibal man",1972,"94"
"7843","tt0067741",3729,"shaft",1971,"100"
"7844","tt0067749",120925,"shinbone alley",1970,"85"
"7845","tt0067750",123575,"shoot out",1971,"95"
"7846","tt0067755",92660,"silence",1971,"129"
"7847","tt0067756",5410,"silent running",1972,"89"
"7848","tt0067763",33051,"skin game",1971,"102"
"7849","tt0067770",173267,"red sun",1971,"112"
"7850","tt0067774",73914,"sometimes a great notion",1971,"114"
"7851","tt0067778",47274,"murmur of the heart",1971,"118"
"7852","tt0067783",161322,"the sporting club",1971,"107"
"7853","tt0067787",140974,"star spangled girl",1971,"93"
